                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.6014,                 5.6708,                 4.2704,                      0,                      0,                      0,                      0,                 3.4341,                 5.7249,                 4.1578,                 0.0937,                 0.0007,                 0.0007
